"Ano","Numero de Contribuições","Tipo de Contribuinte/Fonte","Quantidade de Contribuintes","Tipo de Contribuinte Resumo"
"2008","6","Empregado","271549","Trabalhadores Empregados"
"2008","7","Empregado","286287","Trabalhadores Empregados"
"2008","8","Empregado","269269","Trabalhadores Empregados"
"2008","9","Empregado","270513","Trabalhadores Empregados"
"2008","10","Empregado","277556","Trabalhadores Empregados"
"2008","11","Empregado","330058","Trabalhadores Empregados"
"2008","12","Empregado","1995750","Trabalhadores Empregados"
"2008","1","Outro Contr-Gps","8045","Outros Contribuintes"
"2008","2","Outro Contr-Gps","6086","Outros Contribuintes"
"2008","3","Outro Contr-Gps","6163","Outros Contribuintes"
"2008","4","Outro Contr-Gps","5679","Outros Contribuintes"
"2008","5","Outro Contr-Gps","4934","Outros Contribuintes"
"2008","6","Outro Contr-Gps","4460","Outros Contribuintes"
"2008","7","Outro Contr-Gps","4045","Outros Contribuintes"
"2008","8","Outro Contr-Gps","3820","Outros Contribuintes"
"2008","9","Outro Contr-Gps","3846","Outros Contribuintes"
"2008","10","Outro Contr-Gps","4202","Outros Contribuintes"
"2008","11","Outro Contr-Gps","5874","Outros Contribuintes"
"2008","12","Outro Contr-Gps","22383","Outros Contribuintes"
"2008","1","Empregado e Outro Contr-Gps","24","Ambos"
"2008","2","Empregado e Outro Contr-Gps","599","Ambos"
"2008","3","Empregado e Outro Contr-Gps","933","Ambos"
"2008","4","Empregado e Outro Contr-Gps","1292","Ambos"
"2008","5","Empregado e Outro Contr-Gps","1609","Ambos"
"2008","6","Empregado e Outro Contr-Gps","1684","Ambos"
"2008","7","Empregado e Outro Contr-Gps","1828","Ambos"
"2008","8","Empregado e Outro Contr-Gps","1822","Ambos"
"2008","9","Empregado e Outro Contr-Gps","1590","Ambos"
"2008","10","Empregado e Outro Contr-Gps","1683","Ambos"
"2008","11","Empregado e Outro Contr-Gps","1932","Ambos"
"2008","12","Empregado e Outro Contr-Gps","4846","Ambos"
"2008","1","Outro Contr-Gfip","29215","Outros Contribuintes"
"2008","2","Outro Contr-Gfip","12881","Outros Contribuintes"
"2008","3","Outro Contr-Gfip","8373","Outros Contribuintes"
"2008","4","Outro Contr-Gfip","6159","Outros Contribuintes"
"2008","5","Outro Contr-Gfip","5329","Outros Contribuintes"
"2008","6","Outro Contr-Gfip","4670","Outros Contribuintes"
"2008","7","Outro Contr-Gfip","4219","Outros Contribuintes"
"2008","8","Outro Contr-Gfip","4235","Outros Contribuintes"
"2008","9","Outro Contr-Gfip","4304","Outros Contribuintes"
"2008","10","Outro Contr-Gfip","4491","Outros Contribuintes"
"2008","11","Outro Contr-Gfip","6269","Outros Contribuintes"
"2008","12","Outro Contr-Gfip","28326","Outros Contribuintes"
"2008","1","Empregado e Outro Contr-Gfip","249","Ambos"
"2008","2","Empregado e Outro Contr-Gfip","3191","Ambos"
"2008","3","Empregado e Outro Contr-Gfip","4874","Ambos"
"2008","4","Empregado e Outro Contr-Gfip","6000","Ambos"
"2008","5","Empregado e Outro Contr-Gfip","6445","Ambos"
"2008","6","Empregado e Outro Contr-Gfip","6916","Ambos"
"2008","7","Empregado e Outro Contr-Gfip","7292","Ambos"
"2008","8","Empregado e Outro Contr-Gfip","7939","Ambos"
"2008","9","Empregado e Outro Contr-Gfip","8187","Ambos"
"2008","10","Empregado e Outro Contr-Gfip","9101","Ambos"
"2008","11","Empregado e Outro Contr-Gfip","10783","Ambos"
"2008","12","Empregado e Outro Contr-Gfip","46927","Ambos"
"2008","1","Outro Contr-Gps-Gfip","47","Outros Contribuintes"
"2008","2","Outro Contr-Gps-Gfip","138","Outros Contribuintes"
"2008","3","Outro Contr-Gps-Gfip","144","Outros Contribuintes"
"2008","4","Outro Contr-Gps-Gfip","152","Outros Contribuintes"
"2008","5","Outro Contr-Gps-Gfip","143","Outros Contribuintes"
"2008","6","Outro Contr-Gps-Gfip","143","Outros Contribuintes"
"2008","7","Outro Contr-Gps-Gfip","167","Outros Contribuintes"
"2008","8","Outro Contr-Gps-Gfip","168","Outros Contribuintes"
"2008","9","Outro Contr-Gps-Gfip","163","Outros Contribuintes"
"2008","10","Outro Contr-Gps-Gfip","204","Outros Contribuintes"
"2008","11","Outro Contr-Gps-Gfip","275","Outros Contribuintes"
"2008","12","Outro Contr-Gps-Gfip","1023","Outros Contribuintes"
"2008","2","Empregado e Outro Contr-Gps-Gfip","2","Ambos"
"2008","3","Empregado e Outro Contr-Gps-Gfip","15","Ambos"
"2008","4","Empregado e Outro Contr-Gps-Gfip","36","Ambos"
"2008","5","Empregado e Outro Contr-Gps-Gfip","51","Ambos"
"2008","6","Empregado e Outro Contr-Gps-Gfip","55","Ambos"
"2008","7","Empregado e Outro Contr-Gps-Gfip","70","Ambos"
"2008","8","Empregado e Outro Contr-Gps-Gfip","91","Ambos"
"2008","9","Empregado e Outro Contr-Gps-Gfip","94","Ambos"
"2008","10","Empregado e Outro Contr-Gps-Gfip","96","Ambos"
"2008","11","Empregado e Outro Contr-Gps-Gfip","118","Ambos"
"2008","12","Empregado e Outro Contr-Gps-Gfip","434","Ambos"
"2008","1","Empregado","271072","Trabalhadores Empregados"
"2008","2","Empregado","323765","Trabalhadores Empregados"
"2008","3","Empregado","310972","Trabalhadores Empregados"
"2008","4","Empregado","301042","Trabalhadores Empregados"
"2008","5","Empregado","284327","Trabalhadores Empregados"
"2008","6","Empregado","289924","Trabalhadores Empregados"
"2008","7","Empregado","297579","Trabalhadores Empregados"
"2008","8","Empregado","279716","Trabalhadores Empregados"
"2008","9","Empregado","281639","Trabalhadores Empregados"
"2008","10","Empregado","288690","Trabalhadores Empregados"
"2008","11","Empregado","328896","Trabalhadores Empregados"
"2008","12","Empregado","1799288","Trabalhadores Empregados"
"2008","1","Outro Contr-Gps","40638","Outros Contribuintes"
"2008","2","Outro Contr-Gps","32647","Outros Contribuintes"
"2008","3","Outro Contr-Gps","30244","Outros Contribuintes"
"2008","4","Outro Contr-Gps","28959","Outros Contribuintes"
"2008","5","Outro Contr-Gps","26197","Outros Contribuintes"
"2008","6","Outro Contr-Gps","23304","Outros Contribuintes"
"2008","7","Outro Contr-Gps","20542","Outros Contribuintes"
"2008","8","Outro Contr-Gps","19361","Outros Contribuintes"
"2008","9","Outro Contr-Gps","18397","Outros Contribuintes"
"2008","10","Outro Contr-Gps","19189","Outros Contribuintes"
"2008","11","Outro Contr-Gps","23757","Outros Contribuintes"
"2008","12","Outro Contr-Gps","77478","Outros Contribuintes"
"2008","1","Empregado e Outro Contr-Gps","50","Ambos"
"2008","2","Empregado e Outro Contr-Gps","597","Ambos"
"2008","3","Empregado e Outro Contr-Gps","1056","Ambos"
"2008","4","Empregado e Outro Contr-Gps","1380","Ambos"
"2008","5","Empregado e Outro Contr-Gps","1681","Ambos"
"2008","6","Empregado e Outro Contr-Gps","1668","Ambos"
"2008","7","Empregado e Outro Contr-Gps","1654","Ambos"
"2008","8","Empregado e Outro Contr-Gps","1550","Ambos"
"2008","9","Empregado e Outro Contr-Gps","1559","Ambos"
"2008","10","Empregado e Outro Contr-Gps","1579","Ambos"
"2008","11","Empregado e Outro Contr-Gps","1839","Ambos"
"2008","12","Empregado e Outro Contr-Gps","6645","Ambos"
"2008","1","Outro Contr-Gfip","145132","Outros Contribuintes"
"2008","2","Outro Contr-Gfip","60482","Outros Contribuintes"
"2008","3","Outro Contr-Gfip","35835","Outros Contribuintes"
"2008","4","Outro Contr-Gfip","26126","Outros Contribuintes"
"2008","5","Outro Contr-Gfip","21722","Outros Contribuintes"
"2008","6","Outro Contr-Gfip","18774","Outros Contribuintes"
"2008","7","Outro Contr-Gfip","16505","Outros Contribuintes"
"2008","8","Outro Contr-Gfip","15629","Outros Contribuintes"
"2008","9","Outro Contr-Gfip","14960","Outros Contribuintes"
"2008","10","Outro Contr-Gfip","15975","Outros Contribuintes"
"2008","11","Outro Contr-Gfip","19425","Outros Contribuintes"
"2008","12","Outro Contr-Gfip","82663","Outros Contribuintes"
"2008","1","Empregado e Outro Contr-Gfip","271","Ambos"
"2008","2","Empregado e Outro Contr-Gfip","2626","Ambos"
"2008","3","Empregado e Outro Contr-Gfip","3722","Ambos"
"2008","4","Empregado e Outro Contr-Gfip","4210","Ambos"
"2008","5","Empregado e Outro Contr-Gfip","4226","Ambos"
"2008","6","Empregado e Outro Contr-Gfip","4412","Ambos"
"2008","7","Empregado e Outro Contr-Gfip","4543","Ambos"
"2008","8","Empregado e Outro Contr-Gfip","4855","Ambos"
"2008","9","Empregado e Outro Contr-Gfip","5110","Ambos"
"2008","10","Empregado e Outro Contr-Gfip","5967","Ambos"
"2008","11","Empregado e Outro Contr-Gfip","7765","Ambos"
"2008","12","Empregado e Outro Contr-Gfip","59759","Ambos"
"2008","1","Outro Contr-Gps-Gfip","202","Outros Contribuintes"
"2008","2","Outro Contr-Gps-Gfip","735","Outros Contribuintes"
"2008","3","Outro Contr-Gps-Gfip","668","Outros Contribuintes"
"2008","4","Outro Contr-Gps-Gfip","561","Outros Contribuintes"
"2008","5","Outro Contr-Gps-Gfip","578","Outros Contribuintes"
"2008","6","Outro Contr-Gps-Gfip","560","Outros Contribuintes"
"2008","7","Outro Contr-Gps-Gfip","524","Outros Contribuintes"
"2008","8","Outro Contr-Gps-Gfip","562","Outros Contribuintes"
"2008","9","Outro Contr-Gps-Gfip","653","Outros Contribuintes"
"2008","10","Outro Contr-Gps-Gfip","716","Outros Contribuintes"
"2008","11","Outro Contr-Gps-Gfip","1066","Outros Contribuintes"
"2008","12","Outro Contr-Gps-Gfip","7240","Outros Contribuintes"
"2008","2","Empregado e Outro Contr-Gps-Gfip","3","Ambos"
"2008","3","Empregado e Outro Contr-Gps-Gfip","20","Ambos"
"2008","4","Empregado e Outro Contr-Gps-Gfip","42","Ambos"
"2008","5","Empregado e Outro Contr-Gps-Gfip","59","Ambos"
"2008","6","Empregado e Outro Contr-Gps-Gfip","75","Ambos"
"2008","7","Empregado e Outro Contr-Gps-Gfip","76","Ambos"
"2008","8","Empregado e Outro Contr-Gps-Gfip","84","Ambos"
"2008","9","Empregado e Outro Contr-Gps-Gfip","72","Ambos"
"2008","10","Empregado e Outro Contr-Gps-Gfip","111","Ambos"
"2008","11","Empregado e Outro Contr-Gps-Gfip","165","Ambos"
"2008","12","Empregado e Outro Contr-Gps-Gfip","1579","Ambos"
"2008","1","Empregado","279938","Trabalhadores Empregados"
"2008","2","Empregado","332791","Trabalhadores Empregados"
"2008","3","Empregado","307193","Trabalhadores Empregados"
"2008","4","Empregado","285641","Trabalhadores Empregados"
"2008","5","Empregado","257327","Trabalhadores Empregados"
"2008","6","Empregado","251779","Trabalhadores Empregados"
"2008","7","Empregado","247897","Trabalhadores Empregados"
"2008","8","Empregado","223697","Trabalhadores Empregados"
"2008","9","Empregado","211442","Trabalhadores Empregados"
"2008","10","Empregado","213112","Trabalhadores Empregados"
"2008","11","Empregado","249820","Trabalhadores Empregados"
"2008","12","Empregado","1556840","Trabalhadores Empregados"
"2009","1","Outro Contr-Gps","10112","Outros Contribuintes"
"2009","2","Outro Contr-Gps","7087","Outros Contribuintes"
"2009","3","Outro Contr-Gps","6771","Outros Contribuintes"
"2009","4","Outro Contr-Gps","6307","Outros Contribuintes"
"2009","5","Outro Contr-Gps","5482","Outros Contribuintes"
"2009","6","Outro Contr-Gps","4975","Outros Contribuintes"
"2009","7","Outro Contr-Gps","4313","Outros Contribuintes"
"2009","8","Outro Contr-Gps","4150","Outros Contribuintes"
"2009","9","Outro Contr-Gps","3999","Outros Contribuintes"
"2009","10","Outro Contr-Gps","4230","Outros Contribuintes"
"2009","11","Outro Contr-Gps","6072","Outros Contribuintes"
"2009","12","Outro Contr-Gps","23611","Outros Contribuintes"
"2009","1","Empregado e Outro Contr-Gps","37","Ambos"
"2009","2","Empregado e Outro Contr-Gps","560","Ambos"
"2009","3","Empregado e Outro Contr-Gps","989","Ambos"
"2009","4","Empregado e Outro Contr-Gps","1475","Ambos"
"2009","5","Empregado e Outro Contr-Gps","1693","Ambos"
"2009","6","Empregado e Outro Contr-Gps","1870","Ambos"
"2009","7","Empregado e Outro Contr-Gps","1922","Ambos"
"2009","8","Empregado e Outro Contr-Gps","1861","Ambos"
"2009","9","Empregado e Outro Contr-Gps","1697","Ambos"
"2009","10","Empregado e Outro Contr-Gps","1517","Ambos"
"2009","11","Empregado e Outro Contr-Gps","2000","Ambos"
"2009","12","Empregado e Outro Contr-Gps","4617","Ambos"
"2009","1","Outro Contr-Gfip","43661","Outros Contribuintes"
"2009","2","Outro Contr-Gfip","14299","Outros Contribuintes"
"2009","3","Outro Contr-Gfip","9271","Outros Contribuintes"
"2009","4","Outro Contr-Gfip","6606","Outros Contribuintes"
"2009","5","Outro Contr-Gfip","5441","Outros Contribuintes"
"2009","6","Outro Contr-Gfip","4862","Outros Contribuintes"
"2009","7","Outro Contr-Gfip","4303","Outros Contribuintes"
"2009","8","Outro Contr-Gfip","4357","Outros Contribuintes"
"2009","9","Outro Contr-Gfip","4257","Outros Contribuintes"
"2009","10","Outro Contr-Gfip","4961","Outros Contribuintes"
"2009","11","Outro Contr-Gfip","6250","Outros Contribuintes"
"2009","12","Outro Contr-Gfip","24562","Outros Contribuintes"
"2009","1","Empregado e Outro Contr-Gfip","421","Ambos"
"2009","2","Empregado e Outro Contr-Gfip","3187","Ambos"
"2009","3","Empregado e Outro Contr-Gfip","4781","Ambos"
"2009","4","Empregado e Outro Contr-Gfip","5546","Ambos"
"2009","5","Empregado e Outro Contr-Gfip","6100","Ambos"
"2009","6","Empregado e Outro Contr-Gfip","6597","Ambos"
"2009","7","Empregado e Outro Contr-Gfip","7090","Ambos"
"2009","8","Empregado e Outro Contr-Gfip","7363","Ambos"
"2009","9","Empregado e Outro Contr-Gfip","8012","Ambos"
"2009","10","Empregado e Outro Contr-Gfip","9151","Ambos"
"2009","11","Empregado e Outro Contr-Gfip","11091","Ambos"
"2009","12","Empregado e Outro Contr-Gfip","46274","Ambos"
"2009","1","Outro Contr-Gps-Gfip","48","Outros Contribuintes"
"2009","2","Outro Contr-Gps-Gfip","157","Outros Contribuintes"
"2009","3","Outro Contr-Gps-Gfip","160","Outros Contribuintes"
"2009","4","Outro Contr-Gps-Gfip","127","Outros Contribuintes"
"2009","5","Outro Contr-Gps-Gfip","137","Outros Contribuintes"
"2009","6","Outro Contr-Gps-Gfip","157","Outros Contribuintes"
"2009","7","Outro Contr-Gps-Gfip","127","Outros Contribuintes"
"2009","8","Outro Contr-Gps-Gfip","158","Outros Contribuintes"
"2009","9","Outro Contr-Gps-Gfip","188","Outros Contribuintes"
"2009","10","Outro Contr-Gps-Gfip","162","Outros Contribuintes"
"2009","11","Outro Contr-Gps-Gfip","245","Outros Contribuintes"
"2009","12","Outro Contr-Gps-Gfip","974","Outros Contribuintes"
"2009","2","Empregado e Outro Contr-Gps-Gfip","5","Ambos"
"2009","3","Empregado e Outro Contr-Gps-Gfip","22","Ambos"
"2009","4","Empregado e Outro Contr-Gps-Gfip","38","Ambos"
"2009","5","Empregado e Outro Contr-Gps-Gfip","40","Ambos"
"2009","6","Empregado e Outro Contr-Gps-Gfip","55","Ambos"
"2009","7","Empregado e Outro Contr-Gps-Gfip","73","Ambos"
"2009","8","Empregado e Outro Contr-Gps-Gfip","95","Ambos"
"2009","9","Empregado e Outro Contr-Gps-Gfip","67","Ambos"
"2009","10","Empregado e Outro Contr-Gps-Gfip","112","Ambos"
"2009","11","Empregado e Outro Contr-Gps-Gfip","125","Ambos"
"2009","12","Empregado e Outro Contr-Gps-Gfip","443","Ambos"
"2009","1","Empregado","324104","Trabalhadores Empregados"
"2009","2","Empregado","360392","Trabalhadores Empregados"
"2009","3","Empregado","340403","Trabalhadores Empregados"
"2009","4","Empregado","318595","Trabalhadores Empregados"
"2009","5","Empregado","307730","Trabalhadores Empregados"
"2009","6","Empregado","300387","Trabalhadores Empregados"
"2009","7","Empregado","299758","Trabalhadores Empregados"
"2009","8","Empregado","281688","Trabalhadores Empregados"
"2009","9","Empregado","278795","Trabalhadores Empregados"
"2009","10","Empregado","298614","Trabalhadores Empregados"
"2009","11","Empregado","338388","Trabalhadores Empregados"
"2009","12","Empregado","1779420","Trabalhadores Empregados"
"2009","1","Outro Contr-Gps","54706","Outros Contribuintes"
"2009","2","Outro Contr-Gps","37935","Outros Contribuintes"
"2009","3","Outro Contr-Gps","35305","Outros Contribuintes"
"2009","4","Outro Contr-Gps","38111","Outros Contribuintes"
"2009","5","Outro Contr-Gps","32284","Outros Contribuintes"
"2009","6","Outro Contr-Gps","29457","Outros Contribuintes"
"2009","7","Outro Contr-Gps","26531","Outros Contribuintes"
"2009","8","Outro Contr-Gps","26505","Outros Contribuintes"
"2009","9","Outro Contr-Gps","27296","Outros Contribuintes"
"2009","10","Outro Contr-Gps","32725","Outros Contribuintes"
"2009","11","Outro Contr-Gps","67344","Outros Contribuintes"
"2009","12","Outro Contr-Gps","317844","Outros Contribuintes"
"2009","1","Empregado e Outro Contr-Gps","88","Ambos"
"2009","2","Empregado e Outro Contr-Gps","1204","Ambos"
"2009","3","Empregado e Outro Contr-Gps","1999","Ambos"
"2009","4","Empregado e Outro Contr-Gps","2618","Ambos"
"2009","5","Empregado e Outro Contr-Gps","3300","Ambos"
"2009","6","Empregado e Outro Contr-Gps","3906","Ambos"
"2009","7","Empregado e Outro Contr-Gps","4442","Ambos"
"2009","8","Empregado e Outro Contr-Gps","4598","Ambos"
"2009","9","Empregado e Outro Contr-Gps","4624","Ambos"
"2009","10","Empregado e Outro Contr-Gps","5559","Ambos"
"2009","11","Empregado e Outro Contr-Gps","9134","Ambos"
"2009","12","Empregado e Outro Contr-Gps","31636","Ambos"
"2009","1","Outro Contr-Gfip","107350","Outros Contribuintes"
"2009","2","Outro Contr-Gfip","44044","Outros Contribuintes"
"2009","3","Outro Contr-Gfip","30026","Outros Contribuintes"
"2009","4","Outro Contr-Gfip","23140","Outros Contribuintes"
"2009","5","Outro Contr-Gfip","19638","Outros Contribuintes"
"2009","6","Outro Contr-Gfip","18269","Outros Contribuintes"
"2009","7","Outro Contr-Gfip","17504","Outros Contribuintes"
"2009","8","Outro Contr-Gfip","17568","Outros Contribuintes"
"2009","9","Outro Contr-Gfip","18699","Outros Contribuintes"
"2009","10","Outro Contr-Gfip","21931","Outros Contribuintes"
"2009","11","Outro Contr-Gfip","38790","Outros Contribuintes"
"2009","12","Outro Contr-Gfip","284012","Outros Contribuintes"
"2009","1","Empregado e Outro Contr-Gfip","219","Ambos"
"2009","2","Empregado e Outro Contr-Gfip","2441","Ambos"
"2009","3","Empregado e Outro Contr-Gfip","3332","Ambos"
"2009","4","Empregado e Outro Contr-Gfip","4073","Ambos"
"2009","5","Empregado e Outro Contr-Gfip","4488","Ambos"
"2009","6","Empregado e Outro Contr-Gfip","5025","Ambos"
"2009","7","Empregado e Outro Contr-Gfip","5535","Ambos"
"2009","8","Empregado e Outro Contr-Gfip","6017","Ambos"
"2009","9","Empregado e Outro Contr-Gfip","6522","Ambos"
"2009","10","Empregado e Outro Contr-Gfip","7644","Ambos"
"2009","11","Empregado e Outro Contr-Gfip","10594","Ambos"
"2009","12","Empregado e Outro Contr-Gfip","95948","Ambos"
"2009","1","Outro Contr-Gps-Gfip","150","Outros Contribuintes"
"2009","2","Outro Contr-Gps-Gfip","890","Outros Contribuintes"
"2009","3","Outro Contr-Gps-Gfip","993","Outros Contribuintes"
"2009","4","Outro Contr-Gps-Gfip","996","Outros Contribuintes"
"2009","5","Outro Contr-Gps-Gfip","1090","Outros Contribuintes"
"2009","6","Outro Contr-Gps-Gfip","1131","Outros Contribuintes"
"2009","7","Outro Contr-Gps-Gfip","1208","Outros Contribuintes"
"2009","8","Outro Contr-Gps-Gfip","1276","Outros Contribuintes"
"2009","9","Outro Contr-Gps-Gfip","1520","Outros Contribuintes"
"2009","10","Outro Contr-Gps-Gfip","1965","Outros Contribuintes"
"2009","11","Outro Contr-Gps-Gfip","3886","Outros Contribuintes"
"2009","12","Outro Contr-Gps-Gfip","24465","Outros Contribuintes"
"2009","2","Empregado e Outro Contr-Gps-Gfip","6","Ambos"
"2009","3","Empregado e Outro Contr-Gps-Gfip","31","Ambos"
"2009","4","Empregado e Outro Contr-Gps-Gfip","79","Ambos"
"2009","5","Empregado e Outro Contr-Gps-Gfip","96","Ambos"
"2009","6","Empregado e Outro Contr-Gps-Gfip","146","Ambos"
"2009","7","Empregado e Outro Contr-Gps-Gfip","189","Ambos"
"2009","8","Empregado e Outro Contr-Gps-Gfip","215","Ambos"
"2009","9","Empregado e Outro Contr-Gps-Gfip","238","Ambos"
"2009","10","Empregado e Outro Contr-Gps-Gfip","288","Ambos"
"2009","11","Empregado e Outro Contr-Gps-Gfip","621","Ambos"
"2009","12","Empregado e Outro Contr-Gps-Gfip","3295","Ambos"
"2009","1","Empregado","142730","Trabalhadores Empregados"
"2009","2","Empregado","139706","Trabalhadores Empregados"
"2009","3","Empregado","139304","Trabalhadores Empregados"
"2009","4","Empregado","131349","Trabalhadores Empregados"
"2009","5","Empregado","132275","Trabalhadores Empregados"
"2009","6","Empregado","139688","Trabalhadores Empregados"
"2009","7","Empregado","143543","Trabalhadores Empregados"
"2009","8","Empregado","137864","Trabalhadores Empregados"
"2009","9","Empregado","142560","Trabalhadores Empregados"
"2009","10","Empregado","159328","Trabalhadores Empregados"
"2009","11","Empregado","228361","Trabalhadores Empregados"
"2009","12","Empregado","2314342","Trabalhadores Empregados"
"2009","1","Outro Contr-Gps","138619","Outros Contribuintes"
"2009","2","Outro Contr-Gps","111643","Outros Contribuintes"
"2009","3","Outro Contr-Gps","105697","Outros Contribuintes"
"2009","4","Outro Contr-Gps","106563","Outros Contribuintes"
"2009","5","Outro Contr-Gps","96524","Outros Contribuintes"
"2009","6","Outro Contr-Gps","92459","Outros Contribuintes"
"2009","7","Outro Contr-Gps","88072","Outros Contribuintes"
"2009","8","Outro Contr-Gps","92155","Outros Contribuintes"
"2009","9","Outro Contr-Gps","96876","Outros Contribuintes"
"2009","10","Outro Contr-Gps","121934","Outros Contribuintes"
"2009","11","Outro Contr-Gps","266356","Outros Contribuintes"
"2009","12","Outro Contr-Gps","1481180","Outros Contribuintes"
"2009","1","Empregado e Outro Contr-Gps","39","Ambos"
"2009","2","Empregado e Outro Contr-Gps","538","Ambos"
"2009","3","Empregado e Outro Contr-Gps","706","Ambos"
"2009","4","Empregado e Outro Contr-Gps","835","Ambos"
"2009","5","Empregado e Outro Contr-Gps","970","Ambos"
"2009","6","Empregado e Outro Contr-Gps","1013","Ambos"
"2009","7","Empregado e Outro Contr-Gps","1089","Ambos"
"2009","8","Empregado e Outro Contr-Gps","1198","Ambos"
"2009","9","Empregado e Outro Contr-Gps","1127","Ambos"
"2009","10","Empregado e Outro Contr-Gps","1343","Ambos"
"2009","11","Empregado e Outro Contr-Gps","2027","Ambos"
"2009","12","Empregado e Outro Contr-Gps","7083","Ambos"
"2009","1","Outro Contr-Gfip","124850","Outros Contribuintes"
"2009","2","Outro Contr-Gfip","68581","Outros Contribuintes"
"2009","3","Outro Contr-Gfip","55468","Outros Contribuintes"
"2009","4","Outro Contr-Gfip","46336","Outros Contribuintes"
"2009","5","Outro Contr-Gfip","42640","Outros Contribuintes"
"2009","6","Outro Contr-Gfip","41731","Outros Contribuintes"
"2009","7","Outro Contr-Gfip","42231","Outros Contribuintes"
"2009","8","Outro Contr-Gfip","43823","Outros Contribuintes"
"2009","9","Outro Contr-Gfip","49560","Outros Contribuintes"
"2009","10","Outro Contr-Gfip","63289","Outros Contribuintes"
"2009","11","Outro Contr-Gfip","124452","Outros Contribuintes"
"2009","12","Outro Contr-Gfip","1116019","Outros Contribuintes"
"2009","1","Empregado e Outro Contr-Gfip","125","Ambos"
"2009","2","Empregado e Outro Contr-Gfip","1019","Ambos"
"2009","3","Empregado e Outro Contr-Gfip","1138","Ambos"
"2009","4","Empregado e Outro Contr-Gfip","1282","Ambos"
"2009","5","Empregado e Outro Contr-Gfip","1381","Ambos"
"2009","6","Empregado e Outro Contr-Gfip","1486","Ambos"
"2009","7","Empregado e Outro Contr-Gfip","1556","Ambos"
"2009","8","Empregado e Outro Contr-Gfip","1712","Ambos"
"2009","9","Empregado e Outro Contr-Gfip","1966","Ambos"
"2009","10","Empregado e Outro Contr-Gfip","2277","Ambos"
"2009","11","Empregado e Outro Contr-Gfip","3246","Ambos"
"2009","12","Empregado e Outro Contr-Gfip","22765","Ambos"
"2009","1","Outro Contr-Gps-Gfip","273","Outros Contribuintes"
"2009","2","Outro Contr-Gps-Gfip","1459","Outros Contribuintes"
"2009","3","Outro Contr-Gps-Gfip","1677","Outros Contribuintes"
"2009","4","Outro Contr-Gps-Gfip","1912","Outros Contribuintes"
"2009","5","Outro Contr-Gps-Gfip","2202","Outros Contribuintes"
"2009","6","Outro Contr-Gps-Gfip","2516","Outros Contribuintes"
"2009","7","Outro Contr-Gps-Gfip","2578","Outros Contribuintes"
"2009","8","Outro Contr-Gps-Gfip","3205","Outros Contribuintes"
"2009","9","Outro Contr-Gps-Gfip","3823","Outros Contribuintes"
"2009","10","Outro Contr-Gps-Gfip","5120","Outros Contribuintes"
"2009","11","Outro Contr-Gps-Gfip","11075","Outros Contribuintes"
"2009","12","Outro Contr-Gps-Gfip","90649","Outros Contribuintes"
"2009","2","Empregado e Outro Contr-Gps-Gfip","5","Ambos"
"2009","3","Empregado e Outro Contr-Gps-Gfip","15","Ambos"
"2009","4","Empregado e Outro Contr-Gps-Gfip","26","Ambos"
"2009","5","Empregado e Outro Contr-Gps-Gfip","32","Ambos"
"2009","6","Empregado e Outro Contr-Gps-Gfip","37","Ambos"
"2009","7","Empregado e Outro Contr-Gps-Gfip","64","Ambos"
"2009","8","Empregado e Outro Contr-Gps-Gfip","82","Ambos"
"2009","9","Empregado e Outro Contr-Gps-Gfip","71","Ambos"
"2009","10","Empregado e Outro Contr-Gps-Gfip","114","Ambos"
"2009","11","Empregado e Outro Contr-Gps-Gfip","185","Ambos"
"2009","12","Empregado e Outro Contr-Gps-Gfip","1086","Ambos"
"2009","1","Empregado","44856","Trabalhadores Empregados"
"2009","2","Empregado","33999","Trabalhadores Empregados"
"2009","3","Empregado","30167","Trabalhadores Empregados"
"2009","4","Empregado","28089","Trabalhadores Empregados"
"2009","5","Empregado","27517","Trabalhadores Empregados"
"2009","6","Empregado","29296","Trabalhadores Empregados"
"2009","7","Empregado","31338","Trabalhadores Empregados"
"2009","8","Empregado","29878","Trabalhadores Empregados"
"2009","9","Empregado","30721","Trabalhadores Empregados"
"2009","10","Empregado","35861","Trabalhadores Empregados"
"2009","11","Empregado","46930","Trabalhadores Empregados"
"2009","12","Empregado","415947","Trabalhadores Empregados"
"2009","1","Outro Contr-Gps","30795","Outros Contribuintes"
"2009","2","Outro Contr-Gps","23720","Outros Contribuintes"
"2009","3","Outro Contr-Gps","22288","Outros Contribuintes"
"2009","4","Outro Contr-Gps","23661","Outros Contribuintes"
"2009","5","Outro Contr-Gps","20711","Outros Contribuintes"
"2009","6","Outro Contr-Gps","18863","Outros Contribuintes"
"2009","7","Outro Contr-Gps","17493","Outros Contribuintes"
"2009","8","Outro Contr-Gps","17446","Outros Contribuintes"
"2009","9","Outro Contr-Gps","18222","Outros Contribuintes"
"2009","10","Outro Contr-Gps","22322","Outros Contribuintes"
"2009","11","Outro Contr-Gps","43898","Outros Contribuintes"
"2009","12","Outro Contr-Gps","229392","Outros Contribuintes"
"2009","1","Empregado e Outro Contr-Gps","57","Ambos"
"2009","2","Empregado e Outro Contr-Gps","988","Ambos"
"2009","3","Empregado e Outro Contr-Gps","1656","Ambos"
"2009","4","Empregado e Outro Contr-Gps","2391","Ambos"
"2009","5","Empregado e Outro Contr-Gps","2856","Ambos"
